# Species	Genes	Alg.-Conn.	GCF_000007365.1_ASM736v1_protein.faa	GCF_000007725.1_ASM772v1_protein.faa	GCF_000009605.1_ASM960v1_protein.faa	GCF_000021065.1_ASM2106v1_protein.faa	GCF_000021085.1_ASM2108v1_protein.faa	GCF_000090965.1_ASM9096v1_protein.faa	GCF_000174075.1_ASM17407v1_protein.faa	GCF_000183225.1_ASM18322v1_protein.faa	GCF_000183245.1_ASM18324v1_protein.faa	GCF_000183285.1_ASM18328v1_protein.faa	GCF_000183305.1_ASM18330v1_protein.faa	GCF_000217635.1_ASM21763v1_protein.faa	GCF_000225445.1_ASM22544v1_protein.faa	GCF_000225465.1_ASM22546v1_protein.faa	GCF_000521525.1_ASM52152v1_protein.faa	GCF_000521545.1_ASM52154v1_protein.faa	GCF_000521565.1_ASM52156v1_protein.faa	GCF_000521585.1_ASM52158v1_protein.faa	GCF_001280225.1_ASM128022v1_protein.faa	GCF_001648115.1_ASM164811v1_protein.faa	GCF_001700895.1_ASM170089v1_protein.faa	GCF_003096055.1_ASM309605v1_protein.faa	GCF_003099975.1_ASM309997v1_protein.faa	GCF_003671935.1_ASM367193v1_protein.faa	GCF_005080705.1_ASM508070v1_protein.faa	GCF_005080725.1_ASM508072v1_protein.faa	GCF_005080745.1_ASM508074v1_protein.faa	GCF_005080765.1_ASM508076v1_protein.faa	GCF_005080785.1_ASM508078v1_protein.faa	GCF_005080825.1_ASM508082v1_protein.faa	GCF_005080845.1_ASM508084v1_protein.faa	GCF_005080865.1_ASM508086v1_protein.faa	GCF_005080885.1_ASM508088v1_protein.faa	GCF_005080965.1_ASM508096v1_protein.faa	GCF_005081185.1_ASM508118v1_protein.faa	GCF_005081445.1_ASM508144v1_protein.faa	GCF_005081705.1_ASM508170v1_protein.faa	GCF_005081945.1_ASM508194v1_protein.faa	GCF_005082145.1_ASM508214v1_protein.faa	GCF_005082365.1_ASM508236v1_protein.faa	GCF_005082585.1_ASM508258v1_protein.faa	GCF_005082825.1_ASM508282v1_protein.faa	GCF_005083105.1_ASM508310v1_protein.faa	GCF_005083345.1_ASM508334v1_protein.faa	GCF_005083565.1_ASM508356v1_protein.faa	GCF_005083845.1_ASM508384v1_protein.faa	GCF_005237295.1_ASM523729v1_protein.faa	GCF_006741185.1_BucNmo_1.0_protein.faa	GCF_009068925.1_ASM906892v1_protein.faa	GCF_009069125.1_ASM906912v1_protein.faa	GCF_011035165.1_ASM1103516v1_protein.faa	GCF_013394915.1_ASM1339491v1_protein.faa	GCF_013487785.1_ASM1348778v1_protein.faa	GCF_900016785.1_BTsPazieg1.0_protein.faa	GCF_900128595.1_BCipseudotaxifoliae_v1.0_protein.faa	GCF_900128725.1_BCifornacula_v1.0_protein.faa	GCF_900128735.1_BCiconfinis_v1.0_protein.faa	GCF_900560745.1_BuCistrobi3249_v2.0_protein.faa	GCF_900698845.1_BuCisplendens_pseudotsugae_v1.0_protein.faa	GCF_900698865.1_BuCicuneomaculata_v1.0_protein.faa	GCF_900698895.1_BuCicurtihirsuta_v1.0_protein.faa	GCF_900698905.1_BuCikochiana_v1.0_protein.faa	GCF_900698915.1_BuCicurvipes_v1.0_protein.faa	GCF_900698945.1_BuCilaricifoliae_v1.0_protein.faa	GCF_900698975.1_BuCisplendens_Palmer_v1.0_protein.faa	GCF_900699025.1_BuCipseudotaxifoliae_v2.0_protein.faa	GCF_900699035.1_BuCipiceae_v1.0_protein.faa
67	67	0.297	WP_009874442.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_011672684.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_013878025.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_075474322.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_158349571.1	WP_158349571.1	WP_011091543.1	WP_158341984.1	WP_158349571.1	WP_158353696.1	WP_009874442.1	WP_009874442.1	WP_158362916.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_025369112.1	WP_009874442.1	WP_009874442.1	WP_158366969.1	WP_009874442.1	WP_025369112.1	WP_011091543.1	WP_009874442.1	WP_158345111.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_013878025.1	WP_158349180.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1
3	3	0.739	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027492.1	*	WP_154028656.1	*	WP_154061582.1	*	*	*
3	3	0.729	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027633.1	*	WP_154028794.1	*	WP_154061649.1	*	*	*
3	3	0.729	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027498.1	*	WP_154028662.1	*	WP_154061585.1	*	*	*
3	3	0.727	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027659.1	*	WP_154028820.1	*	WP_154061662.1	*	*	*
3	3	0.656	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158349618.1	WP_158350850.1	*	*	WP_158352056.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.332	WP_011053955.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_108926814.1	*	*	*	*	*	*	*	WP_172599434.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.332	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_144417495.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158346216.1	*	*	WP_178919108.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.329	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940411.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158346689.1	*	*	WP_178919403.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.329	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940236.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158346325.1	*	*	WP_178919166.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.329	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075433518.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158356759.1	*	*	*	*	*	WP_158365884.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.328	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940096.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158346045.1	*	*	WP_178918993.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.327	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940499.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_193209529.1	*	*	WP_178919459.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.325	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158360727.1	*	*	*	*	*	*	*	*	*	*	WP_158347882.1	*	*	WP_180818827.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.324	*	*	*	*	*	*	*	*	*	*	*	*	WP_014499426.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158357616.1	*	*	*	WP_158338344.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.32	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014499823.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362276.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_163118958.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.32	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355279.1	*	*	*	*	*	*	*	*	*	*	WP_158339692.1	*	WP_158340835.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.319	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355378.1	*	*	*	*	*	*	*	*	*	*	WP_158339736.1	*	WP_158340884.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.318	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354606.1	*	*	*	*	*	*	*	*	*	*	WP_158339341.1	*	WP_158340480.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.316	*	*	*	*	*	*	*	*	*	*	*	*	WP_014499284.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158338068.1	*	*	*	WP_158339322.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.316	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354629.1	*	*	*	*	*	*	*	*	*	*	WP_158339354.1	*	WP_158340493.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.315	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014500006.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362619.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_163119272.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.315	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354433.1	*	*	*	*	*	*	*	*	*	*	WP_158339250.1	*	WP_158340400.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.315	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354414.1	*	*	*	*	*	*	*	*	*	*	WP_158339231.1	*	WP_158340390.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.314	*	*	*	*	*	*	*	*	*	*	*	*	WP_014499739.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355466.1	*	*	*	*	*	*	WP_158339015.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.314	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355054.1	*	*	*	*	*	*	*	*	*	*	WP_158339576.1	*	WP_158340717.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.313	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355030.1	*	*	*	*	*	*	*	*	*	*	WP_158339766.1	*	WP_158340706.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.313	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354537.1	*	*	*	*	*	*	*	*	*	*	WP_158339308.1	*	WP_158340448.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.312	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354997.1	*	*	*	*	*	*	*	*	*	*	WP_158339548.1	*	WP_158340690.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.31	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014500162.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362909.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_163119541.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.309	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014500074.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362747.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_163119387.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.305	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158356080.1	*	*	WP_158359604.1	*	*	*	WP_158365772.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.303	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075433474.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158356138.1	*	*	*	*	*	*	WP_158365840.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.303	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355802.1	*	*	WP_158358968.1	*	*	*	WP_158365477.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.302	*	*	*	*	*	*	*	*	*	*	*	*	WP_014499177.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354351.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_158340359.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.301	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075433331.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158356000.1	*	*	*	*	*	*	WP_158365690.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027733.1	*	WP_154028894.1	*	WP_154061720.1	*	*	*
3	3	0.299	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355353.1	*	*	*	*	*	*	*	*	*	*	WP_158339727.1	*	WP_158340872.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.298	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075433238.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355908.1	*	*	*	*	*	*	WP_158365591.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.298	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075433196.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355869.1	*	*	*	*	*	*	WP_158365549.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.295	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154026968.1	*	WP_154028223.1	*	WP_154061369.1	*	*	*
3	3	0.292	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027516.1	*	WP_154028680.1	*	WP_154061594.1	*	*	*
3	3	0.291	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027102.1	*	WP_154028313.1	*	WP_154061414.1	*	*	*
3	3	0.29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027375.1	*	WP_154028539.1	*	WP_154061523.1	*	*	*
3	3	0.288	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027663.1	*	WP_154028824.1	*	WP_154061664.1	*	*	*
3	3	0.288	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027619.1	*	WP_154028782.1	*	WP_154061643.1	*	*	*
3	3	0.285	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027783.1	*	WP_154028946.1	*	WP_154061777.1	*	*	*
3	3	0.284	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027414.1	*	WP_154028577.1	*	WP_154061542.1	*	*	*
3	3	0.282	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027000.1	*	WP_154028245.1	*	WP_154061380.1	*	*	*
3	3	0.278	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354940.1	*	*	*	*	*	*	WP_158338466.1	*	*	*	*	*	WP_158340658.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.272	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061205.1	*	WP_172598546.1	*	*	*	WP_172598704.1
3	3	0.27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_172598436.1	*	WP_172598544.1	*	*	*	WP_154049175.1
3	3	0.27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061281.1	*	WP_154029369.1	*	*	*	WP_154049378.1
3	3	0.27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061256.1	*	WP_154029343.1	*	*	*	WP_154049352.1
3	3	0.269	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061354.1	*	WP_154029438.1	*	*	*	WP_154049448.1
3	3	0.269	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061214.1	*	WP_154029301.1	*	*	*	WP_154049308.1
3	3	0.268	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061031.1	*	WP_154029112.1	*	*	*	WP_154049123.1
3	3	0.267	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061287.1	*	WP_154029375.1	*	*	*	WP_154049384.1
3	3	0.267	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061198.1	*	WP_154029285.1	*	*	*	WP_154049292.1
3	3	0.267	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154060997.1	*	WP_154029074.1	*	*	*	WP_154049086.1
3	3	0.266	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061331.1	*	WP_154029421.1	*	*	*	WP_154049430.1
3	3	0.265	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061333.1	*	WP_154029423.1	*	*	*	WP_154049432.1
3	3	0.265	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061303.1	*	WP_154029392.1	*	*	*	WP_154049401.1
3	3	0.265	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061220.1	*	WP_154029435.1	*	*	*	WP_154049314.1
3	3	0.265	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061189.1	*	WP_154029276.1	*	*	*	WP_154049283.1
3	3	0.265	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061093.1	*	WP_154029177.1	*	*	*	WP_154049189.1
3	3	0.264	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027105.1	*	WP_154028315.1	*	WP_154061415.1	*	*	*
3	3	0.264	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061222.1	*	WP_154029308.1	*	*	*	WP_154049316.1
3	3	0.264	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061062.1	*	WP_154029146.1	*	*	*	WP_154049156.1
3	3	0.263	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061210.1	*	WP_154029297.1	*	*	*	WP_154049304.1
3	3	0.263	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154061166.1	*	WP_154029253.1	*	*	*	WP_154049260.1
3	3	0.262	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_154027612.1	*	WP_154028776.1	*	WP_154061640.1	*	*	*
