# Species	Genes	Alg.-Conn.	GCF_000007365.1_ASM736v1_protein.faa	GCF_000007725.1_ASM772v1_protein.faa	GCF_000009605.1_ASM960v1_protein.faa	GCF_000021065.1_ASM2106v1_protein.faa	GCF_000021085.1_ASM2108v1_protein.faa	GCF_000090965.1_ASM9096v1_protein.faa	GCF_000174075.1_ASM17407v1_protein.faa	GCF_000183225.1_ASM18322v1_protein.faa	GCF_000183245.1_ASM18324v1_protein.faa	GCF_000183285.1_ASM18328v1_protein.faa	GCF_000183305.1_ASM18330v1_protein.faa	GCF_000217635.1_ASM21763v1_protein.faa	GCF_000225445.1_ASM22544v1_protein.faa	GCF_000225465.1_ASM22546v1_protein.faa	GCF_000521525.1_ASM52152v1_protein.faa	GCF_000521545.1_ASM52154v1_protein.faa	GCF_000521565.1_ASM52156v1_protein.faa	GCF_000521585.1_ASM52158v1_protein.faa	GCF_001280225.1_ASM128022v1_protein.faa	GCF_001648115.1_ASM164811v1_protein.faa	GCF_001700895.1_ASM170089v1_protein.faa	GCF_003096055.1_ASM309605v1_protein.faa	GCF_003099975.1_ASM309997v1_protein.faa	GCF_003671935.1_ASM367193v1_protein.faa	GCF_005080705.1_ASM508070v1_protein.faa	GCF_005080725.1_ASM508072v1_protein.faa	GCF_005080745.1_ASM508074v1_protein.faa	GCF_005080765.1_ASM508076v1_protein.faa	GCF_005080785.1_ASM508078v1_protein.faa	GCF_005080825.1_ASM508082v1_protein.faa	GCF_005080845.1_ASM508084v1_protein.faa	GCF_005080865.1_ASM508086v1_protein.faa	GCF_005080885.1_ASM508088v1_protein.faa	GCF_005080965.1_ASM508096v1_protein.faa	GCF_005081185.1_ASM508118v1_protein.faa	GCF_005081445.1_ASM508144v1_protein.faa	GCF_005081705.1_ASM508170v1_protein.faa	GCF_005081945.1_ASM508194v1_protein.faa	GCF_005082145.1_ASM508214v1_protein.faa	GCF_005082365.1_ASM508236v1_protein.faa	GCF_005082585.1_ASM508258v1_protein.faa	GCF_005082825.1_ASM508282v1_protein.faa	GCF_005083105.1_ASM508310v1_protein.faa	GCF_005083345.1_ASM508334v1_protein.faa	GCF_005083565.1_ASM508356v1_protein.faa	GCF_005083845.1_ASM508384v1_protein.faa	GCF_005237295.1_ASM523729v1_protein.faa	GCF_006741185.1_BucNmo_1.0_protein.faa	GCF_009068925.1_ASM906892v1_protein.faa	GCF_009069125.1_ASM906912v1_protein.faa	GCF_011035165.1_ASM1103516v1_protein.faa	GCF_013394915.1_ASM1339491v1_protein.faa	GCF_013487785.1_ASM1348778v1_protein.faa	GCF_900016785.1_BTsPazieg1.0_protein.faa	GCF_900128595.1_BCipseudotaxifoliae_v1.0_protein.faa	GCF_900128725.1_BCifornacula_v1.0_protein.faa	GCF_900128735.1_BCiconfinis_v1.0_protein.faa	GCF_900560745.1_BuCistrobi3249_v2.0_protein.faa	GCF_900698845.1_BuCisplendens_pseudotsugae_v1.0_protein.faa	GCF_900698865.1_BuCicuneomaculata_v1.0_protein.faa	GCF_900698895.1_BuCicurtihirsuta_v1.0_protein.faa	GCF_900698905.1_BuCikochiana_v1.0_protein.faa	GCF_900698915.1_BuCicurvipes_v1.0_protein.faa	GCF_900698945.1_BuCilaricifoliae_v1.0_protein.faa	GCF_900698975.1_BuCisplendens_Palmer_v1.0_protein.faa	GCF_900699025.1_BuCipseudotaxifoliae_v2.0_protein.faa	GCF_900699035.1_BuCipiceae_v1.0_protein.faa
67	67	0.577	WP_011054004.1	WP_011091564.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_011672704.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_013878097.1	WP_014499645.1	WP_014500186.1	WP_025369134.1	WP_025369134.1	WP_025369134.1	WP_025369134.1	WP_053940433.1	WP_075474340.1	WP_075433519.1	WP_158341074.1	WP_011054004.1	WP_158361081.1	WP_158349592.1	WP_158350819.1	WP_158336683.1	WP_158342026.1	WP_158352025.1	WP_158353921.1	WP_158337531.1	WP_158343871.1	WP_158362957.1	WP_158355242.1	WP_158356181.1	WP_158356760.1	WP_158358065.1	WP_158359858.1	WP_158360780.1	WP_158364804.1	WP_158338777.1	WP_158365885.1	WP_158367013.1	WP_158369110.1	WP_158339674.1	WP_158340244.1	WP_158340816.1	WP_158345149.1	WP_158346731.1	WP_158347978.1	WP_163119599.1	WP_158346731.1	WP_158360780.1	WP_075472865.1	WP_075474889.1	WP_075434122.1	WP_075432245.1	WP_158349199.1	WP_154060920.1	WP_154027649.1	WP_154061285.1	WP_154028810.1	WP_154029373.1	WP_154061657.1	WP_154049006.1	WP_075474889.1	WP_154049382.1
14	14	0.335	WP_011053770.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940215.1	*	*	WP_158341302.1	WP_011053770.1	WP_158361398.1	*	*	*	*	*	*	WP_158337064.1	*	*	*	*	*	*	*	WP_158360552.1	*	*	*	WP_158366547.1	WP_158368673.1	*	WP_158340009.1	*	*	WP_158346284.1	WP_158347534.1	*	WP_178919145.1	WP_158360552.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.267	*	*	*	*	*	WP_011672672.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474848.1	WP_075434067.1	WP_075432096.1	WP_158349168.1	WP_154060893.1	WP_154027586.1	WP_154061256.1	WP_154028752.1	WP_154029343.1	WP_154061628.1	WP_154048978.1	WP_075474848.1	WP_154049352.1
14	14	0.227	WP_011053889.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940325.1	*	*	WP_158341184.1	WP_011053889.1	WP_158361192.1	*	*	*	*	*	*	WP_158337305.1	*	*	*	*	*	*	*	WP_158360671.1	*	*	*	WP_158366790.1	WP_158368901.1	*	WP_158340131.1	*	*	WP_158346508.1	WP_158348518.1	*	WP_178919281.1	WP_158360671.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.176	WP_011053635.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940086.1	*	*	WP_158341433.1	WP_011053635.1	WP_158360909.1	*	*	*	*	*	*	WP_158336906.1	*	*	*	*	*	*	*	WP_158360421.1	*	*	*	WP_158366296.1	WP_158368407.1	*	WP_158339874.1	*	*	WP_158346021.1	WP_158348326.1	*	WP_158346021.1	WP_180818848.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.145	*	*	WP_009874026.1	WP_012619419.1	WP_009874026.1	*	WP_009874026.1	WP_012619419.1	WP_012619419.1	WP_012619419.1	WP_012619419.1	*	WP_014499237.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354465.1	*	*	WP_158357246.1	*	*	*	WP_158337981.1	*	*	*	WP_158339276.1	*	WP_158340417.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.138	*	*	*	*	*	WP_011672756.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474986.1	WP_075434201.1	WP_075432364.1	WP_158349250.1	WP_154060968.1	WP_154027750.1	WP_154061333.1	WP_154028911.1	WP_154029423.1	WP_154061743.1	WP_154049057.1	WP_075474986.1	WP_154049432.1
14	14	0.125	WP_011053755.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940201.1	*	*	WP_158341317.1	WP_011053755.1	WP_158361685.1	*	*	*	*	*	*	WP_158337036.1	*	*	*	*	*	*	*	WP_158360538.1	*	*	*	WP_158366515.1	WP_158368645.1	*	WP_158339995.1	*	*	WP_158346253.1	WP_158347504.1	*	WP_178919120.1	WP_158360538.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.122	*	*	WP_010896177.1	WP_012619594.1	WP_009874536.1	*	WP_009874536.1	WP_012619594.1	WP_012619594.1	WP_012619594.1	*	*	WP_014499713.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355376.1	*	*	WP_158358200.1	*	*	WP_158364933.1	WP_158338913.1	*	*	*	WP_158339735.1	*	WP_158340883.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.107	*	*	WP_164927326.1	WP_014498857.1	WP_009874122.1	*	WP_009874122.1	WP_014499120.1	WP_014498701.1	WP_014498857.1	WP_014499002.1	*	WP_014499326.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354636.1	*	*	WP_158357422.1	*	*	*	WP_158338149.1	*	*	*	WP_158339362.1	*	WP_158340501.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.103	*	*	WP_010896057.1	WP_012619498.1	WP_009874255.1	*	WP_009874255.1	WP_012619498.1	WP_014498735.1	WP_014498897.1	WP_014499028.1	*	WP_014499454.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354884.1	*	*	WP_158357671.1	*	*	*	WP_158338400.1	*	*	*	WP_158339487.1	*	WP_158340626.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.1	*	*	WP_010895950.1	WP_009874065.1	WP_009874065.1	*	WP_009874065.1	WP_009874065.1	WP_009874065.1	WP_014498836.1	*	*	WP_014499273.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354543.1	*	*	WP_158357319.1	*	*	WP_158364061.1	WP_158338056.1	*	*	*	WP_158339310.1	*	WP_158340451.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0973	*	*	WP_009874422.1	WP_009874422.1	WP_009874422.1	*	WP_009874422.1	WP_009874422.1	WP_009874422.1	WP_009874422.1	WP_009874422.1	*	WP_014499606.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362886.1	WP_158355175.1	*	*	*	*	*	*	WP_158338701.1	*	*	*	WP_158339637.1	*	WP_158340780.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.087	*	*	WP_009874320.1	WP_012619520.1	WP_009874320.1	*	WP_009874320.1	WP_014498748.1	WP_014498748.1	WP_012619520.1	*	*	WP_014499509.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354986.1	*	*	WP_158357785.1	*	*	WP_158364545.1	WP_158338513.1	*	*	*	WP_158339543.1	*	WP_158340685.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0693	*	*	*	*	*	WP_011672457.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474499.1	WP_075433682.1	WP_075431702.1	WP_158348941.1	WP_154060685.1	WP_154027102.1	WP_154061044.1	WP_154028313.1	WP_154029128.1	WP_154061414.1	WP_154048769.1	WP_075474499.1	WP_154049139.1
14	14	0.0691	*	*	*	*	*	WP_012622904.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075475045.1	WP_075434261.1	WP_075432465.1	WP_158349274.1	WP_154060991.1	WP_154027779.1	WP_154061354.1	WP_154028941.1	WP_154029438.1	WP_154061772.1	WP_154049079.1	WP_075475045.1	WP_154049448.1
14	14	0.0597	WP_011054039.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940468.1	*	*	WP_158341039.1	WP_011054039.1	WP_158361044.1	*	*	*	*	*	*	WP_158337608.1	*	*	*	*	*	*	*	WP_158360817.1	*	*	*	WP_158367091.1	WP_158369181.1	*	WP_158340279.1	*	*	WP_158346816.1	WP_158348044.1	*	WP_178919443.1	WP_158360817.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0532	WP_011053928.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940366.1	*	*	WP_158341141.1	WP_011053928.1	WP_158361152.1	*	*	*	*	*	*	WP_158337389.1	*	*	*	*	*	*	*	WP_158360711.1	*	*	*	WP_158366872.1	WP_158368972.1	*	WP_158340173.1	*	*	WP_158346592.1	WP_158347850.1	*	WP_178919330.1	WP_158360711.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0514	WP_011053771.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_053940216.1	*	*	WP_158341301.1	WP_011053771.1	WP_158361396.1	*	*	*	*	*	*	WP_158337066.1	*	*	*	*	*	*	*	WP_158360553.1	*	*	*	WP_158366550.1	WP_158368675.1	*	WP_158340010.1	*	*	WP_158346869.1	WP_158347536.1	*	WP_158346869.1	WP_158360553.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0499	*	*	WP_010895914.1	WP_009874001.1	WP_009874001.1	*	WP_009874001.1	WP_009874001.1	WP_009874001.1	WP_009874001.1	WP_014498984.1	*	WP_014499213.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362177.1	WP_158354420.1	*	*	*	*	*	*	WP_158337933.1	*	*	*	WP_158339240.1	*	WP_158340393.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0499	*	*	WP_009874420.1	WP_009874420.1	WP_009874420.1	*	WP_009874420.1	WP_009874420.1	WP_014498775.1	WP_014498943.1	WP_009874420.1	*	WP_014499604.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362882.1	WP_158355171.1	*	*	*	*	*	*	WP_158338697.1	*	*	*	WP_158339635.1	*	WP_158340933.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0486	WP_011053553.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_071880103.1	*	*	WP_158341514.1	WP_011053553.1	WP_158360989.1	*	*	*	*	*	*	WP_158336809.1	*	*	*	*	*	*	*	WP_158360340.1	*	*	*	WP_158366218.1	WP_158368227.1	*	WP_158339794.1	*	*	WP_158345871.1	WP_158348168.1	*	WP_158345871.1	WP_158360340.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0398	*	*	WP_010895925.1	WP_012619418.1	WP_009874025.1	*	WP_009874025.1	WP_014499104.1	WP_012619418.1	WP_014498824.1	*	*	WP_014499236.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354463.1	*	*	WP_158357244.1	*	*	WP_158363985.1	WP_158337979.1	*	*	*	WP_158339275.1	*	WP_158340416.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0384	*	*	WP_010896084.1	WP_012619519.1	WP_009874315.1	*	WP_009874315.1	WP_012619519.1	WP_012619519.1	WP_014498910.1	*	*	WP_014499505.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158354978.1	*	*	WP_158357777.1	*	*	WP_158364535.1	WP_158338505.1	*	*	*	WP_158339539.1	*	WP_158340680.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0232	*	*	WP_010895898.1	WP_009873966.1	WP_009873966.1	*	WP_009873966.1	WP_009873966.1	WP_009873966.1	WP_009873966.1	WP_014498977.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362105.1	WP_158354355.1	*	*	*	*	*	*	WP_158337863.1	WP_158365383.1	*	*	WP_158339167.1	*	WP_158340360.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0152	*	*	WP_010895903.1	*	*	*	*	*	*	*	*	*	WP_014499188.1	WP_014499754.1	WP_025368678.1	WP_025368678.1	WP_025368678.1	WP_025368678.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158362122.1	*	WP_158355759.1	*	*	WP_158358877.1	*	*	WP_158337883.1	WP_158365401.1	*	*	WP_158339185.1	*	*	*	*	*	WP_163118832.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
13	13	0.896	*	*	*	*	*	WP_011672614.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474762.1	WP_075433919.1	*	WP_158349113.1	WP_154060836.1	WP_154027468.1	WP_154061198.1	WP_154028632.1	WP_154029285.1	WP_154061570.1	WP_154048919.1	WP_075474762.1	WP_154049292.1
13	13	0.89	*	*	*	*	*	WP_011672486.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075475007.1	WP_075434227.1	*	WP_158348986.1	WP_154060710.1	WP_154027189.1	WP_154061071.1	WP_154028373.1	WP_154029155.1	WP_154061443.1	WP_154048795.1	WP_075475007.1	WP_154049166.1
13	13	0.88	*	*	*	*	*	WP_011672661.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_082253745.1	WP_075434241.1	*	WP_158349158.1	WP_172599038.1	WP_172598583.1	WP_172598442.1	WP_172598364.1	WP_172598552.1	WP_172598728.1	WP_172598695.1	WP_082253745.1	WP_172598713.1
13	13	0.875	*	*	*	*	*	WP_011672754.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474982.1	WP_075434197.1	*	WP_158349248.1	WP_154060966.1	WP_154027746.1	WP_154061331.1	WP_154028907.1	WP_154029421.1	WP_154061739.1	WP_154049055.1	WP_075474982.1	WP_154049430.1
13	13	0.875	*	*	*	*	*	WP_011672507.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474548.1	WP_075433728.1	*	WP_158349006.1	WP_154060731.1	WP_154027251.1	WP_154061091.1	WP_154028413.1	WP_154029175.1	WP_154061464.1	WP_154048815.1	WP_075474548.1	WP_154049187.1
13	13	0.874	*	*	*	*	*	WP_011672556.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474636.1	WP_075433778.1	*	WP_158349266.1	WP_154060780.1	WP_154027357.1	WP_154061140.1	WP_154028519.1	WP_154029224.1	WP_154061513.1	WP_154048863.1	WP_075474636.1	WP_154049232.1
13	13	0.871	*	*	*	*	*	WP_011672533.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474598.1	WP_075433754.1	*	WP_158349031.1	WP_154060758.1	WP_154027313.1	WP_154061118.1	WP_154028463.1	WP_154029202.1	WP_154061490.1	WP_154048841.1	WP_075474598.1	WP_154049213.1
13	13	0.87	*	*	*	*	*	WP_011672475.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474517.1	WP_075433700.1	*	WP_158348976.1	WP_154048787.1	WP_154027161.1	WP_154061062.1	WP_154028351.1	WP_154029146.1	WP_154061432.1	WP_154048787.1	WP_075474517.1	WP_154049156.1
13	13	0.866	*	*	*	*	*	WP_011672669.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474845.1	WP_075434063.1	*	WP_158349166.1	WP_154060890.1	WP_154027580.1	WP_154061254.1	WP_154028746.1	WP_154029341.1	WP_154061625.1	WP_154048975.1	WP_075474845.1	WP_154049445.1
13	13	0.865	*	*	*	*	*	WP_011672674.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474850.1	WP_075434245.1	*	WP_158349170.1	WP_154060895.1	WP_154027590.1	WP_154061258.1	WP_154028756.1	WP_154029345.1	WP_154061630.1	WP_154048980.1	WP_075474850.1	WP_154049354.1
13	13	0.838	*	*	*	*	*	WP_011672624.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_172598453.1	WP_154101265.1	*	WP_158349268.1	WP_154060984.1	WP_154027486.1	WP_154061208.1	WP_172598355.1	WP_154029295.1	WP_154061579.1	WP_154049073.1	WP_172598453.1	WP_154049302.1
13	13	0.807	*	*	*	*	*	WP_011672420.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_172598452.1	WP_075433642.1	*	WP_172575457.1	WP_172599036.1	WP_154026977.1	WP_154061007.1	WP_154028229.1	WP_154029086.1	WP_172598727.1	WP_172598694.1	WP_172598452.1	WP_154049098.1
13	13	0.774	*	*	*	*	*	WP_012622903.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075475043.1	WP_075434259.1	*	WP_158349273.1	WP_154060990.1	WP_154027777.1	WP_154061353.1	WP_154028939.1	WP_172598555.1	WP_154061770.1	WP_154049078.1	WP_075475043.1	WP_154049447.1
13	13	0.755	*	*	WP_010896160.1	WP_012619581.1	WP_009874502.1	*	WP_009874502.1	WP_012619581.1	WP_012619581.1	WP_014498954.1	WP_010896160.1	*	WP_014499682.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355316.1	*	*	*	*	*	*	WP_158338846.1	*	*	*	WP_158339707.1	*	WP_158340852.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
13	13	0.75	*	*	*	*	*	WP_011672729.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474936.1	WP_075434157.1	*	WP_158349223.1	WP_154060943.1	WP_154027699.1	WP_154061308.1	WP_154028859.1	WP_154029397.1	WP_154061688.1	WP_154049031.1	WP_075474936.1	WP_154049406.1
13	13	0.716	*	*	*	*	*	WP_011672455.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474497.1	WP_075433680.1	*	WP_158348938.1	WP_154060683.1	WP_154027096.1	WP_154061042.1	WP_154028309.1	WP_154029126.1	WP_154061412.1	WP_154048767.1	WP_075474497.1	WP_154049137.1
13	13	0.716	*	*	*	*	*	WP_011672421.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474459.1	WP_075433643.1	*	WP_158348893.1	WP_154060976.1	WP_154026980.1	WP_154061008.1	WP_154028231.1	WP_154029087.1	WP_154061373.1	WP_154048727.1	WP_075474459.1	WP_154049099.1
13	13	0.704	*	*	*	*	*	WP_011672526.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474585.1	WP_075433747.1	*	WP_158349025.1	WP_154060750.1	WP_154027297.1	WP_154061110.1	WP_154028448.1	WP_154029194.1	WP_154061483.1	WP_154048834.1	WP_075474585.1	WP_154049205.1
13	13	0.691	*	*	*	*	*	WP_011672407.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474445.1	WP_075433631.1	*	WP_158348881.1	WP_154060630.1	WP_154026943.1	WP_154060997.1	WP_154028206.1	WP_154029074.1	WP_154061361.1	WP_154048712.1	WP_075474445.1	WP_154049086.1
13	13	0.685	*	*	*	*	*	WP_011672525.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474584.1	WP_075433746.1	*	WP_158349024.1	WP_154060749.1	WP_154027295.1	WP_154061109.1	WP_154028930.1	WP_154029193.1	WP_154061482.1	WP_154048833.1	WP_075474584.1	WP_154049204.1
13	13	0.642	*	*	*	*	*	WP_011672463.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474504.1	WP_075433689.1	*	WP_158348948.1	WP_154060690.1	WP_154027120.1	WP_154061050.1	WP_154028326.1	WP_154029134.1	WP_154061420.1	WP_154048775.1	WP_075474504.1	WP_154049145.1
13	13	0.605	*	*	*	*	*	WP_011672578.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474694.1	WP_075433830.1	*	WP_158349079.1	WP_154060806.1	WP_154027408.1	WP_154061164.1	WP_154028571.1	WP_154029250.1	WP_154061539.1	WP_154048888.1	WP_075474694.1	WP_154049257.1
13	13	0.578	*	*	WP_009874388.1	WP_009874388.1	WP_009874388.1	*	WP_009874388.1	WP_009874388.1	WP_009874388.1	WP_014498930.1	WP_009874388.1	*	WP_014499573.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_158355114.1	*	*	*	*	*	*	WP_158338641.1	*	*	*	WP_158339608.1	*	WP_158340748.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
13	13	0.564	*	*	*	*	*	WP_011672700.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_075474880.1	WP_075434114.1	*	WP_158349195.1	WP_154060917.1	WP_154027641.1	WP_154061281.1	WP_154028802.1	WP_154029369.1	WP_154061653.1	WP_154049002.1	WP_075474880.1	WP_154049378.1
